order_id,customer_id,restaurant_id,partner_id,order_date,order_value,company_commission,delivery_fee,delivery_time_minutes,order_status,customer_rating,customer_name,customer_city,age,gender,signup_date,restaurant_name,restaurant_city,cuisine,rating,partner_since,partner_name,partner_city,Vehicle_Types,Experience,Joining_date,payment_id,payment_method,payment_status,payment_amount,payment_date,Month,Weekday,Month_Name,Order_Size,Is_Weekend
O08611,C0183,R0003,P0034,2025-09-12,151,30.2,40,44.0,Delivered,3.4,Aditiya,Hyderabad,23,Male,2026-01-01,Dal Roti Wala,Pune,South Indian,good,2026-06-18,Kushal,Ahmedabad,Bike,2,2026-04-13,PAY08611,UPI,Success,191,2025-09-12,2025-09,Friday,September,Low,False
O08612,C0782,R0038,P0044,2025-12-24,116,23.2,40,37.0,Delivered,4.1,Dimple,Surat,36,Male,2025-04-11,Dal Roti Wala,Chennai,Chinese,good,2025-03-18,Ramesh,Pune,Bike,6,2024-08-10,PAY08612,UPI,Success,156,2025-12-24,2025-12,Wednesday,December,Low,False
O08613,C0848,R0006,P0003,2025-06-28,266,53.2,40,37.0,Delivered,1.9,Dimple,Delhi,23,Male,2025-01-09,Naan Stop,Bangalore,Gujarati,good,2024-08-28,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY08613,UPI,Success,306,2025-06-28,2025-06,Saturday,June,Low,True
O08614,C0026,R0071,P0050,2025-01-26,1433,286.6,20,44.0,Delivered,3.5,Mudra,Ahmedabad,52,Female,2026-05-10,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Shiv,Mumbai,Cycle,3,2023-07-26,PAY08614,UPI,Success,1453,2025-01-26,2025-01,Sunday,January,High,True
O08615,C0771,R0015,P0012,2025-03-15,423,0.0,0,,Cancelled,,Mahek,Mumbai,60,Male,2024-08-30,Wok & Tikka,Bangalore,Nachos,good,2023-07-28,Ramesh,Pune,Scooter,0,2024-04-07,PAY08615,Debit Card,Refunded,423,2025-03-15,2025-03,Saturday,March,Low,True
O08616,C0730,R0087,P0011,2024-11-29,132,26.4,40,41.0,Delivered,2.6,Kishan,Hyderabad,48,Female,2026-02-03,Naan Stop,Mumbai,Pizza,good,2024-04-03,Bajraj,Delhi,Scooter,1,2024-04-14,PAY08616,COD,Success,172,2024-11-29,2024-11,Friday,November,Low,False
O08617,C0312,R0013,P0046,2025-04-01,840,168.0,30,23.0,Delivered,1.6,Pranjal,Bangalore,24,Male,2024-11-03,The Chaat Chart,Surat,Pizza,good,2026-03-07,Kushal,Delhi,Bike,2,2025-02-05,PAY08617,Credit Card,Success,870,2025-04-01,2025-04,Tuesday,April,Low,False
O08618,C0416,R0071,P0022,2026-03-07,164,0.0,0,,Cancelled,,Vihaan,Chennai,34,Female,2024-10-06,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Vikram,Chennai,Scooter,3,2024-06-25,PAY08618,UPI,Refunded,164,2026-03-07,2026-03,Saturday,March,Low,True
O08619,C0767,R0036,P0033,2024-10-28,264,52.8,40,52.0,Delivered,2.2,Siya,Ahmedabad,53,Male,2025-11-19,Tadka Town,Delhi,SizzlerItalian,good,2025-06-26,sanjay,Bangalore,Scooter,5,2024-08-29,PAY08619,UPI,Success,304,2024-10-28,2024-10,Monday,October,Low,False
O08620,C0173,R0001,P0001,2025-08-03,558,111.6,30,50.0,Delivered,2.5,Krishna,Pune,33,Female,2025-01-02,The Midnight Masala,Ahmedabad,Nachos,good,2025-09-12,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY08620,UPI,Success,588,2025-08-03,2025-08,Sunday,August,Low,True
O08621,C0492,R0021,P0018,2025-07-09,424,84.8,40,50.0,Delivered,4.5,Mudra,Chennai,49,Male,2026-05-03,Wok & Tikka,Delhi,Biryani,good,2024-06-29,Bajraj,Pune,Scooter,5,2026-04-20,PAY08621,UPI,Success,464,2025-07-09,2025-07,Wednesday,July,Low,False
O08622,C0559,R0083,P0029,2025-09-24,865,173.0,30,41.0,Delivered,1.5,Ayushi,Mumbai,26,Female,2025-05-25,The Midnight Masala,Pune,Nachos,good,2025-02-12,Kushal,Hyderabad,Bike,6,2024-09-26,PAY08622,COD,Success,895,2025-09-24,2025-09,Wednesday,September,Low,False
O08623,C0343,R0079,P0021,2024-07-01,416,83.2,40,38.0,Delivered,3.5,Aditiya,Delhi,19,Male,2024-08-05,Tadka Town,Mumbai,North Indian,good,2026-05-13,Shiv,Mumbai,Scooter,10,2023-07-25,PAY08623,UPI,Success,456,2024-07-01,2024-07,Monday,July,Low,False
O08624,C0008,R0095,P0020,2025-09-06,211,42.2,40,31.0,Delivered,1.5,Isha,Mumbai,40,Male,2025-04-28,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Suresh,Delhi,Scooter,0,2024-10-19,PAY08624,UPI,Success,251,2025-09-06,2025-09,Saturday,September,Low,True
O08625,C0403,R0091,P0048,2025-06-03,261,52.2,40,48.0,Delivered,3.7,Radha,Chennai,34,Female,2025-05-23,Tadka Town,Hyderabad,Chinese,good,2025-03-12,Ramesh,Bangalore,Bike,4,2023-09-12,PAY08625,UPI,Success,301,2025-06-03,2025-06,Tuesday,June,Low,False
O08626,C0895,R0058,P0050,2025-12-26,1178,235.6,20,46.0,Delivered,4.7,Pranjal,Surat,21,Male,2025-09-16,Dal Roti Wala,Delhi,Biryani,good,2023-12-03,Shiv,Mumbai,Cycle,3,2023-07-26,PAY08626,UPI,Success,1198,2025-12-26,2025-12,Friday,December,High,False
O08627,C0471,R0038,P0042,2026-02-17,600,120.0,30,47.0,Delivered,3.0,Radha,Bangalore,48,Female,2025-03-06,Dal Roti Wala,Chennai,Chinese,good,2025-03-18,Rajesh,Pune,Bike,8,2025-08-17,PAY08627,UPI,Success,630,2026-02-17,2026-02,Tuesday,February,Low,False
O08628,C0401,R0042,P0012,2025-10-27,142,28.4,40,27.0,Delivered,4.8,Rishi,Pune,31,Female,2024-11-21,Wok & Tikka,Mumbai,Biryani,good,2025-08-25,Ramesh,Pune,Scooter,0,2024-04-07,PAY08628,UPI,Success,182,2025-10-27,2025-10,Monday,October,Low,False
O08629,C0425,R0022,P0019,2026-01-01,688,137.6,30,35.0,Delivered,3.1,Kishan,Mumbai,48,Female,2025-06-07,Naan Stop,Delhi,Nachos,good,2024-01-27,sanjay,Delhi,Bike,5,2025-12-08,PAY08629,Debit Card,Success,718,2026-01-01,2026-01,Thursday,January,Low,False
O08630,C0866,R0006,P0002,2026-03-27,1387,277.4,20,21.0,Delivered,1.0,Harsh,Ahmedabad,53,Female,2024-07-02,Naan Stop,Bangalore,Gujarati,good,2024-08-28,sanjay,Bangalore,Bike,8,2025-10-08,PAY08630,UPI,Success,1407,2026-03-27,2026-03,Friday,March,High,False
O08631,C0475,R0004,P0029,2025-10-06,186,37.2,40,27.0,Delivered,1.6,Mahek,Bangalore,57,Female,2025-09-19,Wok & Tikka,Pune,North Indian,good,2024-10-27,Kushal,Hyderabad,Bike,6,2024-09-26,PAY08631,UPI,Success,226,2025-10-06,2025-10,Monday,October,Low,False
O08632,C0808,R0021,P0010,2024-10-15,1270,254.0,20,30.0,Delivered,3.8,Isha,Pune,52,Female,2025-03-22,Wok & Tikka,Delhi,Biryani,good,2024-06-29,Suresh,Bangalore,Scooter,0,2025-06-15,PAY08632,UPI,Success,1290,2024-10-15,2024-10,Tuesday,October,High,False
O08633,C0841,R0092,P0003,2026-03-08,256,51.2,40,30.0,Delivered,1.2,Harsh,Chennai,34,Female,2026-02-01,The Green Chutney,Delhi,North Indian,good,2025-09-04,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY08633,UPI,Success,296,2026-03-08,2026-03,Sunday,March,Low,True
O08634,C0321,R0018,P0036,2025-12-06,460,92.0,40,31.0,Delivered,2.2,Aditiya,Ahmedabad,59,Female,2024-06-27,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY08634,UPI,Failed,500,2025-12-06,2025-12,Saturday,December,Low,True
O08635,C0010,R0059,P0041,2025-07-30,102,20.4,40,24.0,Delivered,2.7,Vivan,Chennai,55,Male,2024-07-07,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Suresh,Mumbai,Bike,0,2026-03-10,PAY08635,Credit Card,Success,142,2025-07-30,2025-07,Wednesday,July,Low,False
O08636,C0288,R0075,P0004,2026-05-07,1277,255.4,20,60.0,Delivered,3.9,Dimple,Chennai,21,Female,2026-01-02,Wok & Tikka,Chennai,South Indian,good,2026-04-06,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY08636,UPI,Success,1297,2026-05-07,2026-05,Thursday,May,High,False
O08637,C0586,R0035,P0036,2025-11-16,1632,326.4,20,28.0,Delivered,3.1,Vihaan,Pune,43,Female,2024-11-05,Naan Stop,Ahmedabad,Chinese,good,2024-05-20,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY08637,UPI,Success,1652,2025-11-16,2025-11,Sunday,November,High,True
O08638,C0970,R0088,P0011,2024-08-16,114,22.8,40,39.0,Delivered,1.6,Dimple,Bangalore,34,Male,2025-06-15,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Bajraj,Delhi,Scooter,1,2024-04-14,PAY08638,COD,Success,154,2024-08-16,2024-08,Friday,August,Low,False
O08639,C0221,R0008,P0029,2026-05-12,861,172.2,30,60.0,Delivered,1.8,Mahek,Hyderabad,31,Male,2024-08-05,Naan Stop,Surat,Mexican,good,2026-02-25,Kushal,Hyderabad,Bike,6,2024-09-26,PAY08639,UPI,Success,891,2026-05-12,2026-05,Tuesday,May,Low,False
O08640,C0288,R0089,P0023,2026-05-14,107,21.4,40,54.0,Delivered,1.1,Dimple,Chennai,21,Female,2026-01-02,Wok & Tikka,Delhi,Biryani,good,2024-05-29,Bajraj,Delhi,Bike,1,2025-02-09,PAY08640,Debit Card,Failed,147,2026-05-14,2026-05,Thursday,May,Low,False
O08641,C0236,R0003,P0005,2025-09-11,812,162.4,30,42.0,Delivered,4.5,Isha,Mumbai,35,Male,2025-06-01,Dal Roti Wala,Pune,South Indian,good,2026-06-18,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY08641,Credit Card,Success,842,2025-09-11,2025-09,Thursday,September,Low,False
O08642,C0103,R0079,P0010,2026-01-18,1172,234.4,20,52.0,Delivered,3.0,Kishan,Chennai,51,Female,2026-01-20,Tadka Town,Mumbai,North Indian,good,2026-05-13,Suresh,Bangalore,Scooter,0,2025-06-15,PAY08642,COD,Success,1192,2026-01-18,2026-01,Sunday,January,High,True
O08643,C0068,R0052,P0003,2026-03-13,353,0.0,0,,Cancelled,,Mahek,Chennai,18,Female,2026-01-30,The Green Chutney,Bangalore,Biryani,good,2026-04-25,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY08643,UPI,Refunded,353,2026-03-13,2026-03,Friday,March,Low,False
O08644,C0807,R0093,P0038,2026-02-11,1005,201.0,20,60.0,Delivered,2.3,Isha,Hyderabad,36,Male,2025-03-05,Dal Roti Wala,Hyderabad,Chinese,good,2026-05-03,Shiv,Mumbai,Bike,5,2024-03-02,PAY08644,UPI,Success,1025,2026-02-11,2026-02,Wednesday,February,High,False
O08645,C0420,R0092,P0034,2025-03-06,1322,264.4,20,48.0,Delivered,2.2,Krishna,Hyderabad,60,Female,2024-12-31,The Green Chutney,Delhi,North Indian,good,2025-09-04,Kushal,Ahmedabad,Bike,2,2026-04-13,PAY08645,UPI,Success,1342,2025-03-06,2025-03,Thursday,March,High,False
O08646,C0079,R0051,P0011,2025-12-02,235,47.0,40,22.0,Delivered,1.7,Siya,Delhi,43,Male,2024-11-07,The Green Chutney,Bangalore,Chinese,good,2023-09-14,Bajraj,Delhi,Scooter,1,2024-04-14,PAY08646,COD,Success,275,2025-12-02,2025-12,Tuesday,December,Low,False
O08647,C0213,R0037,P0021,2024-12-15,360,72.0,40,25.0,Delivered,1.2,Arjun,Delhi,55,Male,2025-01-30,The Chaat Chart,Bangalore,Mexican,good,2026-02-26,Shiv,Mumbai,Scooter,10,2023-07-25,PAY08647,Debit Card,Success,400,2024-12-15,2024-12,Sunday,December,Low,True
O08648,C0479,R0059,P0050,2025-08-27,884,176.8,30,33.0,Delivered,4.1,Isha,Hyderabad,19,Female,2026-02-08,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Shiv,Mumbai,Cycle,3,2023-07-26,PAY08648,UPI,Success,914,2025-08-27,2025-08,Wednesday,August,Low,False
O08649,C0001,R0069,P0002,2026-04-30,420,84.0,40,53.0,Delivered,1.8,Siya,Delhi,48,Female,2025-08-08,Tadka Town,Surat,Biryani,good,2023-08-31,sanjay,Bangalore,Bike,8,2025-10-08,PAY08649,COD,Success,460,2026-04-30,2026-04,Thursday,April,Low,False
O08650,C0648,R0074,P0007,2025-07-01,1819,363.8,20,27.0,Delivered,4.0,Ayushi,Bangalore,59,Male,2024-11-19,The Green Chutney,Pune,Chinese,good,2025-07-27,Ramesh,Delhi,Bike,3,2024-01-13,PAY08650,UPI,Success,1839,2025-07-01,2025-07,Tuesday,July,High,False
O08651,C0924,R0018,P0039,2025-10-10,1687,337.4,20,54.0,Delivered,2.7,Isha,Surat,60,Female,2024-08-13,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY08651,UPI,Success,1707,2025-10-10,2025-10,Friday,October,High,False
O08652,C0623,R0037,P0047,2024-11-14,168,33.6,40,30.0,Delivered,1.2,Mahek,Mumbai,58,Female,2025-12-03,The Chaat Chart,Bangalore,Mexican,good,2026-02-26,Vikram,Pune,Bike,5,2024-02-03,PAY08652,UPI,Success,208,2024-11-14,2024-11,Thursday,November,Low,False
O08653,C0193,R0011,P0025,2026-01-12,172,34.4,40,26.0,Delivered,1.9,Pranjal,Pune,56,Female,2026-05-25,Curry Cartel,Delhi,North Indian,good,2025-12-22,Vihaan,Pune,Cycle,2,2025-07-14,PAY08653,UPI,Success,212,2026-01-12,2026-01,Monday,January,Low,False
O08654,C0159,R0089,P0043,2026-05-28,211,0.0,0,,Cancelled,,Vihaan,Ahmedabad,56,Female,2026-01-18,Wok & Tikka,Delhi,Biryani,good,2024-05-29,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY08654,UPI,Refunded,211,2026-05-28,2026-05,Thursday,May,Low,False
O08655,C0793,R0088,P0013,2025-11-11,185,37.0,40,36.0,Delivered,1.3,Vivan,Pune,52,Male,2024-10-02,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Vikram,Delhi,Scooter,2,2024-02-21,PAY08655,Credit Card,Success,225,2025-11-11,2025-11,Tuesday,November,Low,False
O08656,C0463,R0071,P0007,2025-09-22,542,108.4,30,47.0,Delivered,2.2,Krishna,Chennai,45,Male,2024-08-30,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Ramesh,Delhi,Bike,3,2024-01-13,PAY08656,UPI,Success,572,2025-09-22,2025-09,Monday,September,Low,False
O08657,C0566,R0097,P0005,2026-04-25,901,180.2,30,32.0,Delivered,1.8,Dimple,Mumbai,48,Male,2026-05-06,Wok & Tikka,Hyderabad,North Indian,good,2023-10-31,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY08657,UPI,Success,931,2026-04-25,2026-04,Saturday,April,Low,True
O08658,C0191,R0054,P0042,2025-03-27,174,0.0,0,,Cancelled,,Mahek,Hyderabad,53,Female,2025-02-17,Curry Cartel,Hyderabad,SizzlerItalian,good,2024-11-08,Rajesh,Pune,Bike,8,2025-08-17,PAY08658,UPI,Refunded,174,2025-03-27,2025-03,Thursday,March,Low,False
O08659,C0642,R0092,P0048,2024-07-23,389,77.8,40,41.0,Delivered,3.9,Vivan,Delhi,49,Female,2024-08-11,The Green Chutney,Delhi,North Indian,good,2025-09-04,Ramesh,Bangalore,Bike,4,2023-09-12,PAY08659,UPI,Success,429,2024-07-23,2024-07,Tuesday,July,Low,False
O08660,C0426,R0095,P0004,2026-02-14,210,42.0,40,37.0,Delivered,3.9,Pranjal,Surat,25,Female,2025-11-25,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY08660,UPI,Success,250,2026-02-14,2026-02,Saturday,February,Low,True
O08661,C0594,R0056,P0043,2025-04-20,767,153.4,30,57.0,Delivered,3.8,Isha,Mumbai,59,Female,2025-06-24,Wok & Tikka,Mumbai,North Indian,good,2025-09-13,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY08661,UPI,Success,797,2025-04-20,2025-04,Sunday,April,Low,True
O08662,C0828,R0021,P0036,2025-09-03,562,112.4,30,21.0,Delivered,1.6,Harsh,Delhi,33,Male,2026-04-16,Wok & Tikka,Delhi,Biryani,good,2024-06-29,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY08662,UPI,Success,592,2025-09-03,2025-09,Wednesday,September,Low,False
O08663,C0468,R0008,P0005,2025-05-20,986,197.2,30,51.0,Delivered,1.5,Vivan,Mumbai,37,Male,2026-04-06,Naan Stop,Surat,Mexican,good,2026-02-25,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY08663,UPI,Success,1016,2025-05-20,2025-05,Tuesday,May,Low,False
O08664,C0148,R0064,P0029,2024-07-17,1031,206.2,20,33.0,Delivered,4.8,Arjun,Mumbai,35,Female,2026-04-04,The Green Chutney,Pune,Gujarati,good,2025-05-24,Kushal,Hyderabad,Bike,6,2024-09-26,PAY08664,Debit Card,Success,1051,2024-07-17,2024-07,Wednesday,July,High,False
O08665,C0711,R0012,P0031,2025-03-20,1778,355.6,20,55.0,Delivered,2.9,Mudra,Delhi,28,Male,2025-05-31,The Green Chutney,Hyderabad,Chinese,good,2024-01-05,Vikram,Ahmedabad,Scooter,3,2023-11-25,PAY08665,UPI,Success,1798,2025-03-20,2025-03,Thursday,March,High,False
O08666,C0300,R0054,P0005,2025-08-16,495,99.0,40,24.0,Delivered,1.6,Vihaan,Hyderabad,34,Female,2025-03-08,Curry Cartel,Hyderabad,SizzlerItalian,good,2024-11-08,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY08666,Credit Card,Success,535,2025-08-16,2025-08,Saturday,August,Low,True
O08667,C0287,R0058,P0011,2025-03-23,189,37.8,40,20.0,Delivered,1.1,Siya,Ahmedabad,43,Male,2025-09-09,Dal Roti Wala,Delhi,Biryani,good,2023-12-03,Bajraj,Delhi,Scooter,1,2024-04-14,PAY08667,Debit Card,Success,229,2025-03-23,2025-03,Sunday,March,Low,True
O08668,C0334,R0039,P0018,2025-08-31,905,181.0,30,44.0,Delivered,4.5,Aditiya,Delhi,22,Female,2026-04-19,The Midnight Masala,Chennai,Nachos,good,2024-10-30,Bajraj,Pune,Scooter,5,2026-04-20,PAY08668,UPI,Success,935,2025-08-31,2025-08,Sunday,August,Low,True
O08669,C0839,R0004,P0043,2025-01-19,299,59.8,40,39.0,Delivered,1.6,Pranjal,Ahmedabad,36,Female,2025-07-18,Wok & Tikka,Pune,North Indian,good,2024-10-27,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY08669,UPI,Success,339,2025-01-19,2025-01,Sunday,January,Low,True
O08670,C0225,R0045,P0021,2024-12-05,1126,225.2,20,52.0,Delivered,2.4,Vivan,Bangalore,27,Male,2026-06-07,Wok & Tikka,Hyderabad,Biryani,good,2025-05-17,Shiv,Mumbai,Scooter,10,2023-07-25,PAY08670,UPI,Success,1146,2024-12-05,2024-12,Thursday,December,High,False
O08671,C0167,R0058,P0039,2024-08-14,778,155.6,30,44.0,Delivered,1.7,Siya,Delhi,26,Female,2024-08-21,Dal Roti Wala,Delhi,Biryani,good,2023-12-03,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY08671,Credit Card,Success,808,2024-08-14,2024-08,Wednesday,August,Low,False
O08672,C0081,R0096,P0014,2025-01-16,295,59.0,40,49.0,Delivered,3.0,Mudra,Hyderabad,53,Male,2024-11-21,Dal Roti Wala,Chennai,Chinese,good,2025-06-27,Rajesh,Surat,Bike,8,2026-01-31,PAY08672,Credit Card,Success,335,2025-01-16,2025-01,Thursday,January,Low,False
O08673,C0227,R0023,P0048,2026-05-17,569,113.8,30,20.0,Delivered,3.0,Ayushi,Chennai,58,Male,2024-06-30,Naan Stop,Chennai,Mexican,good,2026-05-26,Ramesh,Bangalore,Bike,4,2023-09-12,PAY08673,UPI,Success,599,2026-05-17,2026-05,Sunday,May,Low,True
O08674,C0153,R0007,P0001,2025-09-09,739,147.8,30,55.0,Delivered,2.1,Pranjal,Surat,24,Male,2025-08-27,The Green Chutney,Delhi,Nachos,good,2023-07-15,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY08674,UPI,Success,769,2025-09-09,2025-09,Tuesday,September,Low,False
O08675,C0369,R0067,P0030,2025-12-11,473,94.6,40,58.0,Delivered,2.7,Isha,Mumbai,47,Female,2024-09-21,Naan Stop,Delhi,Mexican,good,2024-04-08,Suresh,Pune,Scooter,5,2026-02-17,PAY08675,UPI,Success,513,2025-12-11,2025-12,Thursday,December,Low,False
O08676,C0891,R0100,P0028,2025-11-06,1251,250.2,20,29.0,Delivered,3.5,Krishna,Surat,23,Female,2025-02-21,The Green Chutney,Delhi,Chinese,good,2026-04-08,Bajraj,Ahmedabad,Scooter,7,2024-10-24,PAY08676,UPI,Success,1271,2025-11-06,2025-11,Thursday,November,High,False
O08677,C0697,R0013,P0044,2026-06-13,668,133.6,30,58.0,Delivered,3.3,Harsh,Chennai,35,Male,2026-03-29,The Chaat Chart,Surat,Pizza,good,2026-03-07,Ramesh,Pune,Bike,6,2024-08-10,PAY08677,UPI,Success,698,2026-06-13,2026-06,Saturday,June,Low,True
O08678,C0720,R0004,P0043,2025-02-13,1097,0.0,0,,Cancelled,,Aditiya,Ahmedabad,39,Male,2025-11-13,Wok & Tikka,Pune,North Indian,good,2024-10-27,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY08678,UPI,Refunded,1097,2025-02-13,2025-02,Thursday,February,High,False
O08679,C0275,R0045,P0008,2025-06-04,209,41.8,40,24.0,Delivered,1.2,Mahek,Surat,29,Male,2025-03-17,Wok & Tikka,Hyderabad,Biryani,good,2025-05-17,Bajraj,Chennai,Cycle,10,2025-02-06,PAY08679,UPI,Success,249,2025-06-04,2025-06,Wednesday,June,Low,False
O08680,C0684,R0073,P0005,2025-08-01,423,0.0,0,,Cancelled,,Mudra,Ahmedabad,52,Female,2026-04-05,Dal Roti Wala,Pune,Mexican,good,2024-08-09,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY08680,UPI,Refunded,423,2025-08-01,2025-08,Friday,August,Low,False
O08681,C0212,R0049,P0026,2024-07-01,291,58.2,40,49.0,Delivered,1.2,Aditiya,Hyderabad,23,Female,2025-10-27,Dal Roti Wala,Pune,Nachos,good,2024-08-23,Suresh,Ahmedabad,Scooter,8,2024-03-12,PAY08681,COD,Success,331,2024-07-01,2024-07,Monday,July,Low,False
O08682,C0771,R0025,P0029,2025-01-02,1277,255.4,20,60.0,Delivered,2.7,Mahek,Mumbai,60,Male,2024-08-30,Curry Cartel,Hyderabad,SizzlerItalian,good,2026-04-22,Kushal,Hyderabad,Bike,6,2024-09-26,PAY08682,COD,Success,1297,2025-01-02,2025-01,Thursday,January,High,False
O08683,C0658,R0023,P0034,2025-12-15,734,146.8,30,26.0,Delivered,3.7,Kishan,Ahmedabad,27,Male,2025-01-02,Naan Stop,Chennai,Mexican,good,2026-05-26,Kushal,Ahmedabad,Bike,2,2026-04-13,PAY08683,UPI,Success,764,2025-12-15,2025-12,Monday,December,Low,False
O08684,C0020,R0056,P0034,2026-02-25,489,97.8,40,21.0,Delivered,1.2,Siya,Surat,18,Male,2026-04-20,Wok & Tikka,Mumbai,North Indian,good,2025-09-13,Kushal,Ahmedabad,Bike,2,2026-04-13,PAY08684,UPI,Success,529,2026-02-25,2026-02,Wednesday,February,Low,False
O08685,C0288,R0050,P0010,2024-07-28,649,129.8,30,40.0,Delivered,1.8,Dimple,Chennai,21,Female,2026-01-02,Curry Cartel,Ahmedabad,Mexican,good,2025-11-13,Suresh,Bangalore,Scooter,0,2025-06-15,PAY08685,Credit Card,Failed,679,2024-07-28,2024-07,Sunday,July,Low,True
O08686,C0679,R0032,P0013,2024-09-13,466,93.2,40,45.0,Delivered,3.6,Ayushi,Bangalore,19,Male,2025-03-10,Tadka Town,Pune,SizzlerItalian,good,2026-03-19,Vikram,Delhi,Scooter,2,2024-02-21,PAY08686,UPI,Success,506,2024-09-13,2024-09,Friday,September,Low,False
O08687,C0222,R0015,P0017,2025-08-29,682,136.4,30,51.0,Delivered,3.1,Vivan,Surat,36,Male,2026-01-14,Wok & Tikka,Bangalore,Nachos,good,2023-07-28,Shiv,Delhi,Bike,4,2024-12-22,PAY08687,UPI,Success,712,2025-08-29,2025-08,Friday,August,Low,False
O08688,C0957,R0057,P0017,2024-07-29,110,22.0,40,59.0,Delivered,1.4,Kishan,Delhi,21,Female,2024-09-04,Dal Roti Wala,Bangalore,Chinese,good,2024-01-12,Shiv,Delhi,Bike,4,2024-12-22,PAY08688,Credit Card,Success,150,2024-07-29,2024-07,Monday,July,Low,False
O08689,C0799,R0096,P0022,2025-05-23,360,72.0,40,40.0,Delivered,2.7,Mahek,Ahmedabad,58,Female,2025-05-25,Dal Roti Wala,Chennai,Chinese,good,2025-06-27,Vikram,Chennai,Scooter,3,2024-06-25,PAY08689,UPI,Success,400,2025-05-23,2025-05,Friday,May,Low,False
O08690,C0882,R0065,P0036,2025-02-15,959,191.8,30,26.0,Delivered,4.9,Mudra,Mumbai,50,Male,2026-02-14,Naan Stop,Ahmedabad,Gujarati,good,2023-08-13,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY08690,UPI,Success,989,2025-02-15,2025-02,Saturday,February,Low,True
O08691,C0980,R0021,P0041,2026-01-17,1251,250.2,20,52.0,Delivered,1.8,Dimple,Ahmedabad,40,Female,2025-01-29,Wok & Tikka,Delhi,Biryani,good,2024-06-29,Suresh,Mumbai,Bike,0,2026-03-10,PAY08691,COD,Success,1271,2026-01-17,2026-01,Saturday,January,High,True
O08692,C0045,R0078,P0020,2024-10-27,1482,296.4,20,36.0,Delivered,3.6,Isha,Chennai,21,Male,2024-09-28,The Green Chutney,Pune,North Indian,good,2023-08-16,Suresh,Delhi,Scooter,0,2024-10-19,PAY08692,UPI,Success,1502,2024-10-27,2024-10,Sunday,October,High,True
O08693,C0208,R0091,P0032,2024-11-06,390,78.0,40,40.0,Delivered,5.0,Pranjal,Bangalore,21,Female,2025-01-15,Tadka Town,Hyderabad,Chinese,good,2025-03-12,sanjay,Delhi,Scooter,1,2025-02-18,PAY08693,UPI,Success,430,2024-11-06,2024-11,Wednesday,November,Low,False
O08694,C0486,R0073,P0037,2025-01-09,371,74.2,40,57.0,Delivered,2.6,Kishan,Mumbai,35,Male,2025-01-13,Dal Roti Wala,Pune,Mexican,good,2024-08-09,Bajraj,Surat,Scooter,7,2025-05-02,PAY08694,UPI,Success,411,2025-01-09,2025-01,Thursday,January,Low,False
O08695,C0341,R0093,P0011,2025-05-18,309,61.8,40,37.0,Delivered,1.0,Radha,Hyderabad,26,Female,2024-09-08,Dal Roti Wala,Hyderabad,Chinese,good,2026-05-03,Bajraj,Delhi,Scooter,1,2024-04-14,PAY08695,UPI,Success,349,2025-05-18,2025-05,Sunday,May,Low,True
O08696,C0730,R0007,P0041,2026-03-31,288,57.6,40,25.0,Delivered,2.1,Kishan,Hyderabad,48,Female,2026-02-03,The Green Chutney,Delhi,Nachos,good,2023-07-15,Suresh,Mumbai,Bike,0,2026-03-10,PAY08696,UPI,Success,328,2026-03-31,2026-03,Tuesday,March,Low,False
